Titel                                                                                                                                                                                                        ,Documentsoort         ,Editie,Mathematische gegevens,Uitgave                                ,Jaar van uitgave,Land van uitgave,Specificaties kaart                                                     ,Koepeltitel,Afgebeelde persoon,Auteurs,(Co)auteurs                         ,Drukker,Titelvariant,Kunstenaar,Overige betrokkenen,Drukkersgegevens,Inhoud                        ,Delen,Annotatie geografische gegevens,Annotatie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Samenvatting,Relaties                ,Referentie,Bronvermelding,Nederlandse Basisclassificatie,Lokale classificatie       ,Geografische trefwoorden,Vormtrefwoorden,GOO trefwoorden,Periode van onderwerp,Provenance,Collectie                        ,Signatuur origineel,Gegevens digitalisering                                                                                                                                                                ,Toegangsgegevens (URL)                              ,PPN      ,EPN       ,PPN origineel,Taal,Bandbeschrijving,ggc034,ggc035,ggc036,ggc037,ggc038,ggc039,ggc040,ggc041,ggc042,ggc043,ggc044,ggc045,ggc046,ggc047,ggc048,ggc049,ggc055,ggc056,ggc057,ggc058,ggc059,ggc060                   ,zoomnr         ,Editievermelding                                                                                                                                                                              ,Stempel                                                                              ,verkend      ,gegraveerd,herzien     ,ged.herzien ,omgewerkt            ,bijgewerkt          ,uitgave,opmerkingen      ,Bladnummer,Rechten                                                                        ,UBVU-ID      ,lok008,lok009,lok010,OCLC number,Date created,Date modified,Reference URL                                                    ,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"52 Venlo, 1855"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1855            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,52_1855        ,"Verkend in 1837-1842, Gegraveerd Top. Bureau 1855."                                                                                                                                          ,                                                                                     ,1837         ,1855      ,            ,            ,                     ,                    ,       ,                 ,52        ,                                                                               ,0120050001194,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6710,6710            ,6762.jp2           ,/krt/image/6762.jp2
"52 Venlo, 1882"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1882            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,52_1882        ,"Verkend in 1837-1842, Gegraveerd Top. Bureau 1855."                                                                                                                                          ,HERZIEN 1882                                                                         ,1837         ,1855      ,            ,            ,                     ,                    ,       ,                 ,52        ,                                                                               ,0120050001195,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6711,6711            ,6763.jp2           ,/krt/image/6763.jp2
"52 Venlo, 1895"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1895            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,52_1895        ,"Verkend in 1837-1842, Gegraveerd Top. Bureau 1855.;; Bijgewerkt volgens de gegevens der Militaire Verkenningen van 1890-1891 en 1892"                                                        ,1895                                                                                 ,1837         ,1855      ,            ,            ,                     ,1890-1891 en 1892   ,       ,                 ,52        ,                                                                               ,0120050001196,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6712,6712            ,6764.jp2           ,/krt/image/6764.jp2
"52 Venlo, 1920"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1920            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,52_1920        ,Verkend in 1837-1843. Herzien tot 1917.;; Uitgave 1920.                                                                                                                                       ,                                                                                     ,1837-1843    ,          ,1917        ,            ,                     ,                    ,1920   ,                 ,52        ,                                                                               ,0120050001197,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6713,6713            ,6765.jp2           ,/krt/image/6765.jp2
"53 Sluis, 1863"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1863            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,53_1863        ,"Verkend in 1857, Gegraveerd Top. Bureau 1863."                                                                                                                                               ,                                                                                     ,1857         ,1863      ,            ,            ,                     ,                    ,       ,                 ,53        ,                                                                               ,0120050001198,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6714,6714            ,6766.jp2           ,/krt/image/6766.jp2
"53 Sluis, 1883"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1883            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,53_1883        ,"Verkend in 1857, Gegraveerd Top. Bureau 1863."                                                                                                                                               ,HERZIEN 1882                                                                         ,1857         ,1863      ,            ,            ,                     ,                    ,       ,                 ,53        ,                                                                               ,0120050001199,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6715,6715            ,6767.jp2           ,/krt/image/6767.jp2
"53 Sluis, 1916"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1916            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,53_1916        ,Verkend in 1857. Herzien in 1909 en 1910.;; Uitgave 1916                                                                                                                                      ,                                                                                     ,1857         ,          ,1909 en 1910,            ,                     ,                    ,1916   ,                 ,53        ,                                                                               ,0120050001200,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6716,6716            ,6768.jp2           ,/krt/image/6768.jp2
"54 Neuzen, 1863"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1863            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,54_1863        ,"Verkend in 1857, Gegraveerd Top. Bureau 1863."                                                                                                                                               ,                                                                                     ,1857         ,1863      ,            ,            ,                     ,                    ,       ,                 ,54        ,                                                                               ,0120050001201,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6717,6717            ,6769.jp2           ,/krt/image/6769.jp2
"54 Neuzen, 1908"                                                                                                                                                                                            ,                      ,      ,                      ,                                       ,1908            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,54_1908        ,"Verkend in 1857, Gegraveerd Top. Bureau 1863.;; Herzien in 1902."                                                                                                                            ,1908                                                                                 ,1857         ,1863      ,1902        ,            ,                     ,                    ,       ,                 ,54        ,                                                                               ,0120050001202,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6718,6718            ,6770.jp2           ,/krt/image/6770.jp2
"55 Hulst, 1863"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1863            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,55_1863        ,"Verkend in 1856, Gegraveerd Top. Bureau 1863."                                                                                                                                               ,                                                                                     ,1856         ,1863      ,            ,            ,                     ,                    ,       ,                 ,55        ,                                                                               ,0120050001203,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6719,6719            ,6771.jp2           ,/krt/image/6771.jp2
"55 Hulst, 1885"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1885            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,55_1885        ,"Verkend in 1856, Gegraveerd Top. Bureau 1863."                                                                                                                                               ,HERZIEN 1885                                                                         ,1856         ,1863      ,            ,            ,                     ,                    ,       ,                 ,55        ,                                                                               ,0120050001204,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6720,6720            ,6772.jp2           ,/krt/image/6772.jp2
"55 Hulst, 1914"                                                                                                                                                                                             ,                      ,      ,                      ,                                       ,1914            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,55_1914        ,Verkend in 1856. Herzien in 1908 en 1909.;; Ged. herzien 1913.  Uitgave 1914.                                                                                                                 ,                                                                                     ,1856         ,          ,1908 en 1909,1913        ,                     ,                    ,1914   ,                 ,55        ,                                                                               ,0120050001205,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6721,6721            ,6773.jp2           ,/krt/image/6773.jp2
"56 Herenthals, 1863"                                                                                                                                                                                        ,                      ,      ,                      ,                                       ,1863            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,56_1863        ,"Verkend in 1857, Gegraveerd Top. Bureau 1863."                                                                                                                                               ,                                                                                     ,1857         ,1863      ,            ,            ,                     ,                    ,       ,                 ,56        ,                                                                               ,0120050001206,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6722,6722            ,6774.jp2           ,/krt/image/6774.jp2
"56 Herenthals, 1887"                                                                                                                                                                                        ,                      ,      ,                      ,                                       ,1887            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,56_1887        ,"Verkend in 1861, Gegraveerd Top. Bureau 1863"                                                                                                                                                ,HERZIEN 1887                                                                         ,1861         ,1863      ,            ,            ,                     ,                    ,       ,                 ,56        ,                                                                               ,0120050001207,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6723,6723            ,6775.jp2           ,/krt/image/6775.jp2
"56 Herenthals, 1914"                                                                                                                                                                                        ,                      ,      ,                      ,                                       ,1914            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,56_1914        ,Verkend in 1861. Herzien in 1911.;; Uitgave 1914.                                                                                                                                             ,                                                                                     ,1861         ,          ,1911        ,            ,                     ,                    ,1914   ,                 ,56        ,                                                                               ,0120050001208,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6724,6724            ,6776.jp2           ,/krt/image/6776.jp2
"57 Valkenswaard, 1863"                                                                                                                                                                                      ,                      ,      ,                      ,                                       ,1863            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,57_1863        ,"Verkend in 1837, Gegraveerd Top. Bureau 1863."                                                                                                                                               ,                                                                                     ,1837         ,1863      ,            ,            ,                     ,                    ,       ,                 ,57        ,                                                                               ,0120050001209,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6725,6725            ,6777.jp2           ,/krt/image/6777.jp2
"57 Valkenswaard, 1883"                                                                                                                                                                                      ,                      ,      ,                      ,                                       ,1883            ,                ,                                                                        ,           ,                  ,       ,                                    ,       ,            ,          ,                   ,                ,                              ,     ,                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,            ,                        ,          ,              ,                              ,                           ,                        ,               ,               ,                     ,          ,                                 ,                   ,                                                                                                                                                                                       ,                                                    ,         ,          ,             ,    ,                ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,                         ,57_1883        ,"Verkend in 1837, Gegraveerd Top. Bureau 1863."                                                                                                                                               ,HERZIEN 1883                                                                         ,1837         ,1863      ,            ,            ,                     ,                    ,       ,                 ,57        ,                                                                               ,0120050001210,      ,      ,      ,           ,12-12-2014  ,12-12-2014   ,http://cdm21033.contentdm.oclc.org/cdm/ref/collection/krt/id/6726,6726            ,6778.jp2           ,/krt/image/6778.jp2
