unitTitle (parent),unitTitle,unitDate,unitId,id
"Bladnr. 01 Oost, Terschelling (Ameland).","Eerste uitgave, Terschelling, 1868",1868,2.16.5151 - 1061,C381688339
"Bladnr. 01 Oost, Terschelling (Ameland).","Tweede uitgave, Terschelling, 1916",1916,2.16.5151 - 1062,C381688340
"Bladnr. 01 Oost, Terschelling (Ameland).","Derde uitgave, Terschelling, 1946",1946,2.16.5151 - 1063,C381688341
"Bladnr. 01 Oost, Terschelling (Ameland).","Vierde uitgave, Ameland-Oost, 1964",1964,2.16.5151 - 1064,C381688342
"Bladnr. 01 Oost, Terschelling (Ameland).","Vijfde uitgave, Terschelling-Oost, 1972",1972,2.16.5151 - 1065,C381688343
"Bladnr. 01 Oost, Terschelling (Ameland).","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 1066,C381688344
"Bladnr. 01 West, Terschelling (Ameland).","Eerste uitgave, Ameland, 1873",1873,2.16.5151 - 1068,C381688346
"Bladnr. 01 West, Terschelling (Ameland).","Derde uitgave, Ameland, 1915",1915,2.16.5151 - 1069,C381688347
"Bladnr. 01 West, Terschelling (Ameland).","Vierde uitgave, Ameland, 1941",1941,2.16.5151 - 1070,C381688348
"Bladnr. 01 West, Terschelling (Ameland).","Vijfde uitgave, Ameland-West, 1964",1964,2.16.5151 - 1071,C381688349
"Bladnr. 01 West, Terschelling (Ameland).","Zesde uitgave, Terschelling-West, 1971",1971,2.16.5151 - 1072,C381688350
"Bladnr. 01 West, Terschelling (Ameland).","Hydrologische waarnemingspunten, eerste uitgave, 1971",1971,2.16.5151 - 1073,C381688351
"Bladnr. 02 Oost, Schiermonnikoog.","Eerste uitgave, Schiermonnikoog blad 2, 1873",1873,2.16.5151 - 1046,C381688353
"Bladnr. 02 Oost, Schiermonnikoog.","Tweede uitgave, Schiermonnikoog blad 2, 1916",1916,2.16.5151 - 1047,C381688354
"Bladnr. 02 Oost, Schiermonnikoog.","Derde uitgave, Schiermonnikoog-Oost, 1946",1946,2.16.5151 - 1048,C381688355
"Bladnr. 02 Oost, Schiermonnikoog.","Vierde uitgave, Schiermonnikoog-Oost, 1964",1964,2.16.5151 - 1049,C381688356
"Bladnr. 02 Oost, Schiermonnikoog.","Vijfde uitgave, Schiermonnikoog-Oost, 1973",1973,2.16.5151 - 1050,C381688357
"Bladnr. 02 Oost, Schiermonnikoog.","Hydrologische waarnemingspunten, eerste uitgave, 1974",1974,2.16.5151 - 1051,C381688358
"Bladnr. 02 Oost, Schiermonnikoog.","Watervoorzieningseenheden, eerste uitgave, 1974",1974,2.16.5151 - 1052,C381688359
"Bladnr. 02 West, Schiermonnikoog.","Eerste uitgave, Schiermonnikoog blad 1, 1873",1873,2.16.5151 - 1054,C381688361
"Bladnr. 02 West, Schiermonnikoog.","Tweede uitgave, Schiermonnikoog blad 1, 1915",1915,2.16.5151 - 1055,C381688362
"Bladnr. 02 West, Schiermonnikoog.","Derde uitgave, Schiermonnikoog-West, 1941",1941,2.16.5151 - 1056,C381688363
"Bladnr. 02 West, Schiermonnikoog.","Vierde uitgave, Schiermonnikoog-West, 1964",1964,2.16.5151 - 1057,C381688364
"Bladnr. 02 West, Schiermonnikoog.","Vijfde uitgave, Schiermonnikoog-West, 1972",1972,2.16.5151 - 1058,C381688365
"Bladnr. 02 West, Schiermonnikoog.","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 1059,C381688366
"Bladnr. 03 Oost, Uithuizen.","Eerste uitgave, Uithuizen blad 3, 1888",1888,2.16.5151 - 1028,C381688368
"Bladnr. 03 Oost, Uithuizen.","Tweede uitgave, Uithuizen blad 3, 1917",1917,2.16.5151 - 1029,C381688369
"Bladnr. 03 Oost, Uithuizen.","Derde uitgave, Uithuizen-Oost, 1946",1946,2.16.5151 - 1030,C381688370
"Bladnr. 03 Oost, Uithuizen.","Vierde uitgave, Uithuizen-Oost, 1959",1959,2.16.5151 - 1031,C381688371
"Bladnr. 03 Oost, Uithuizen.","Vijfde uitgave, Uithuizen-Oost, 1974",1974,2.16.5151 - 1032,C381688372
"Bladnr. 03 Oost, Uithuizen.","Hydrologische waarnemingspunten, eerste uitgave, 1975",1975,2.16.5151 - 1033,C381688373
"Bladnr. 03 Oost, Uithuizen.","Watervoorzieningseenheden, eerste uitgave, 1975",1975,2.16.5151 - 1034,C381688374
"Bladnr. 03 West, Uithuizen.","Eerste uitgave, Uithuizen blad 1, 1889",1889,2.16.5151 - 1036,C381688376
"Bladnr. 03 West, Uithuizen.","Eerste uitgave, Uithuizen blad 2, 1888",1888,2.16.5151 - 1037,C381688377
"Bladnr. 03 West, Uithuizen.","Tweede uitgave, Uithuizen blad 1, 1916",1916,2.16.5151 - 1038,C381688378
"Bladnr. 03 West, Uithuizen.","Tweede uitgave, Uithuizen blad 2, 1916",1916,2.16.5151 - 1039,C381688379
"Bladnr. 03 West, Uithuizen.","Derde uitgave, Uithuizen-West, 1946",1946,2.16.5151 - 1040,C381688380
"Bladnr. 03 West, Uithuizen.","Vierde uitgave, Uithuizen 1955, 1955",1955,2.16.5151 - 1041,C381688381
"Bladnr. 03 West, Uithuizen.","Zesde uitgave, Uithuizen-West, 1974",1974,2.16.5151 - 1042,C381688382
"Bladnr. 03 West, Uithuizen.","Hydrologische waarnemingspunten, eerste uitgave, 1975",1975,2.16.5151 - 1043,C381688383
"Bladnr. 03 West, Uithuizen.","Watervoorzieningseenheden, eerste uitgave, 1975",1975,2.16.5151 - 1044,C381688384
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Eerste uitgave, Hattem blad 2, 1882",1882,2.16.5151 - 591,C381688779
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Eerste uitgave, Hattem blad 4, 1883",1883,2.16.5151 - 592,C381688780
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Tweede uitgave, Hattem-Oost, 1936",1936,2.16.5151 - 593,C381688781
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Derde uitgave, Hattem-Oost, 1954-1955",1954-1955,2.16.5151 - 594,C381688782
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Vierde uitgave, Heerde-Oost, 1976",1976,2.16.5151 - 595,C381688783
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Vijfde editie, Heerde-Oost uitgave 1990, 1987-1990",1987-1990,2.16.5151 - 596,C381688784
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Hydrologische waarnemingspunten, eerste uitgave, 1978",1978,2.16.5151 - 597,C381688785
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Hydrologische waarnemingspunten, tweede uitgave, 1988",1988,2.16.5151 - 598,C381688786
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Watervoorzieningseenheden, eerste uitgave, 1978",1978,2.16.5151 - 599,C381688787
"Bladnr. 27 Oost, Heerde (Hattem-Oost).","Watervoorzieningseenheden, tweede uitgave, 1990",1990,2.16.5151 - 600,C381688788
"Bladnr. 27 West, Heerde (Hattem-West).","Eerste uitgave, Hattem blad 1, 1882",1882,2.16.5151 - 602,C381688790
"Bladnr. 27 West, Heerde (Hattem-West).","Eerste uitgave, Hattem blad 3, 1882",1882,2.16.5151 - 603,C381688791
"Bladnr. 27 West, Heerde (Hattem-West).","Tweede uitgave, Hattem-West, 1942",1942,2.16.5151 - 604,C381688792
"Bladnr. 27 West, Heerde (Hattem-West).","Derde uitgave, Hattem-West, 1960-1963",1960-1963,2.16.5151 - 605,C381688793
"Bladnr. 27 West, Heerde (Hattem-West).","Vierde uitgave, Heerde-West, 1974",1974,2.16.5151 - 606,C381688794
"Bladnr. 27 West, Heerde (Hattem-West).","Vijfde editie, Heerde-West uitgave 1988, 1986-1988",1986-1988,2.16.5151 - 607,C381688795
"Bladnr. 27 West, Heerde (Hattem-West).","Hydrologische waarnemingspunten, eerste uitgave, 1975",1975,2.16.5151 - 608,C381688796
"Bladnr. 27 West, Heerde (Hattem-West).","Hydrologische waarnemingspunten, tweede uitgave, 1988",1988,2.16.5151 - 609,C381688797
"Bladnr. 27 West, Heerde (Hattem-West).","Watervoorzieningseenheden, eerste uitgave, 1975",1975,2.16.5151 - 610,C381688798
"Bladnr. 27 West, Heerde (Hattem-West).","Watervoorzieningseenheden, tweede uitgave, 1988",1988,2.16.5151 - 611,C381688799
"Bladnr. 28 Oost, Almelo.","Eerste uitgave, Almelo blad 2, 1885",1885,2.16.5151 - 613,C381688801
"Bladnr. 28 Oost, Almelo.","Eerste uitgave, Almelo blad 4, 1884",1884,2.16.5151 - 614,C381688802
"Bladnr. 28 Oost, Almelo.","Tweede uitgave, Almelo blad 4, 1924",1924,2.16.5151 - 615,C381688803
"Bladnr. 28 Oost, Almelo.","Derde uitgave, Almelo-Oost, 1937",1937,2.16.5151 - 616,C381688804
"Bladnr. 28 Oost, Almelo.","Vierde uitgave, Almelo-Oost, 1954",1954,2.16.5151 - 617,C381688805
"Bladnr. 28 Oost, Almelo.","Vijfde uitgave, Almelo-Oost, 1978",1978,2.16.5151 - 618,C381688806
"Bladnr. 28 Oost, Almelo.","Vijfde editie, Almelo-Oost uitgave 1990, 1989-1990",1989-1990,2.16.5151 - 619,C381688807
"Bladnr. 28 Oost, Almelo.","Hydrologische waarnemingspunten, eerste uitgave, 1980",1980,2.16.5151 - 620,C381688808
"Bladnr. 28 Oost, Almelo.","Hydrologische waarnemingspunten, tweede uitgave, 1990",1990,2.16.5151 - 621,C381688809
"Bladnr. 28 Oost, Almelo.","Watervoorzieningseenheden, eerste uitgave, 1990",1990,2.16.5151 - 622,C381688810
"Bladnr. 28 West, Almelo.","Eerste uitgave, Almelo blad 1, 1884",1884,2.16.5151 - 624,C381688812
"Bladnr. 28 West, Almelo.","Eerste uitgave, Almelo blad 3, 1884",1884,2.16.5151 - 625,C381688813
"Bladnr. 28 West, Almelo.","Tweede uitgave, Almelo-West, 1937",1937,2.16.5151 - 626,C381688814
"Bladnr. 28 West, Almelo.","Derde uitgave, Almelo-West, 1954-1955",1954-1955,2.16.5151 - 627,C381688815
"Bladnr. 28 West, Almelo.","Vierde uitgave, Almelo-West, 1978",1978,2.16.5151 - 628,C381688816
"Bladnr. 28 West, Almelo.","Vijfde editie, Almelo-West uitgave 1990, 1989-1990",1989-1990,2.16.5151 - 629,C381688817
"Bladnr. 28 West, Almelo.","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 630,C381688818
"Bladnr. 28 West, Almelo.","Hydrologische waarnemingspunten, tweede uitgave, 1990",1990,2.16.5151 - 631,C381688819
"Bladnr. 28 West, Almelo.","Watervoorzieningseenheden, eerste uitgave, 1979",1979,2.16.5151 - 632,C381688820
"Bladnr. 28 West, Almelo.","Watervoorzieningseenheden, tweede uitgave, 1990",1990,2.16.5151 - 633,C381688821
"Bladnr. 29, Denekamp.","Eerste uitgave, Denekamp blad 1, 1885",1885,2.16.5151 - 635,C381688823
"Bladnr. 29, Denekamp.","Eerste uitgave, Denekamp blad 2, 1884",1884,2.16.5151 - 636,C381688824
"Bladnr. 29, Denekamp.","Tweede uitgave, Denekamp blad 1, 1928",1928,2.16.5151 - 637,C381688825
"Bladnr. 29, Denekamp.","Tweede uitgave, Denekamp blad 2, 1928",1928,2.16.5151 - 638,C381688826
"Bladnr. 29, Denekamp.","Derde uitgave, Denekamp, 1952-1953",1952-1953,2.16.5151 - 639,C381688827
"Bladnr. 29, Denekamp.","Vierde uitgave, Denekamp, 1977",1977,2.16.5151 - 640,C381688828
"Bladnr. 29, Denekamp.","Vijfde editie, Denekamp uitgave 1989, 1988-1989",1988-1989,2.16.5151 - 641,C381688829
"Bladnr. 29, Denekamp.","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 642,C381688830
"Bladnr. 29, Denekamp.","Hydrologische waarnemingspunten, tweede uitgave, 1989",1989,2.16.5151 - 643,C381688831
"Bladnr. 30, Oost en West 's-Gravenhage.","Eerste uitgave, 's-Gravenhage blad 2, 1868",1868,2.16.5151 - 645,C381688833
"Bladnr. 30, Oost en West 's-Gravenhage.","Eerste uitgave, 's-Gravenhage blad 3, 1868",1868,2.16.5151 - 646,C381688834
"Bladnr. 30, Oost en West 's-Gravenhage.","Tweede uitgave, 's-Gravenhage blad 1, 1885",1885,2.16.5151 - 647,C381688835
"Bladnr. 30, Oost en West 's-Gravenhage.","Tweede uitgave, 's-Gravenhage blad 2, 1885",1885,2.16.5151 - 648,C381688836
"Bladnr. 30, Oost en West 's-Gravenhage.","Tweede uitgave, 's-Gravenhage blad 3, 1885",1885,2.16.5151 - 649,C381688837
"Bladnr. 30, Oost en West 's-Gravenhage.","Derde uitgave, 's-Gravenhage blad 1, 1918",1918,2.16.5151 - 650,C381688838
"Bladnr. 30, Oost en West 's-Gravenhage.","Derde uitgave, 's-Gravenhage blad 2, 1918",1918,2.16.5151 - 651,C381688839
"Bladnr. 30, Oost en West 's-Gravenhage.","Derde uitgave, 's-Gravenhage blad 3, 1918",1918,2.16.5151 - 652,C381688840
"Bladnr. 30, Oost en West 's-Gravenhage.","Vierde uitgave, 's-Gravenhage-West en -Oost, 1944",1944,2.16.5151 - 653,C381688841
"Bladnr. 30, Oost en West 's-Gravenhage.","Vijfde uitgave, 's-Gravenhage-West, 1959",1959,2.16.5151 - 654,C381688842
"Bladnr. 30, Oost en West 's-Gravenhage.","Vijfde uitgave, 's-Gravenhage-Oost, 1959",1959,2.16.5151 - 655,C381688843
"Bladnr. 30, Oost en West 's-Gravenhage.","Zesde uitgave, 's-Gravenhage-West, 1970",1970,2.16.5151 - 656,C381688844
"Bladnr. 30, Oost en West 's-Gravenhage.","Zesde uitgave, 's-Gravenhage-Oost, 1970",1970,2.16.5151 - 657,C381688845
"Bladnr. 30, Oost en West 's-Gravenhage.","Vijfde editie, 's-Gravenhage uitgave 1985, 1979-1985",1979-1985,2.16.5151 - 658,C381688846
"Bladnr. 30, Oost en West 's-Gravenhage.","Hydrologische waarnemingspunten, 's-Gravenhage eerste uitgave, 1984",1984,2.16.5151 - 659,C381688847
"Bladnr. 30, Oost en West 's-Gravenhage.","Watervoorzieningseenheden, 's-Gravenhage-West eerste uitgave, 1970",1970,2.16.5151 - 660,C381688848
"Bladnr. 30, Oost en West 's-Gravenhage.","Watervoorzieningseenheden, 's-Gravenhage-Oost eerste uitgave, 1971",1971,2.16.5151 - 661,C381688849
"Bladnr. 30, Oost en West 's-Gravenhage.","Watervoorzieningseenheden, 's-Gravenhage tweede uitgave, 1984",1984,2.16.5151 - 662,C381688850
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Eerste uitgave, Utrecht blad 2, 1869",1869,2.16.5151 - 664,C381688852
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Eerste uitgave, Utrecht blad 4, 1869",1869,2.16.5151 - 665,C381688853
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Tweede uitgave, Utrecht blad 2, 1882",1882,2.16.5151 - 666,C381688854
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Tweede uitgave, Utrecht blad 4, 1882",1882,2.16.5151 - 667,C381688855
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Derde uitgave, Utrecht blad 2, 1919",1919,2.16.5151 - 668,C381688856
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Derde uitgave, Utrecht blad 4, 1920",1920,2.16.5151 - 669,C381688857
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Vierde uitgave, Utrecht-Oost, 1952",1952,2.16.5151 - 670,C381688858
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Vijfde uitgave, Utrecht-Oost, 1970",1970,2.16.5151 - 671,C381688859
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Vijfde editie, Utrecht-Oost uitgave 1984, 1981-1984",1981-1984,2.16.5151 - 672,C381688860
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 673,C381688861
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Hydrologische waarnemingspunten, tweede uitgave, 1984",1984,2.16.5151 - 674,C381688862
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Watervoorzieningseenheden, eerste uitgave, 1972",1972,2.16.5151 - 675,C381688863
"Bladnr. 31 Oost, Utrecht (Bodegraven).","Watervoorzieningseenheden, tweede uitgave, 1984",1984,2.16.5151 - 676,C381688864
"Bladnr. 31 West, Utrecht (Bodegraven).","Eerste uitgave, Utrecht blad 1, 1869",1869,2.16.5151 - 678,C381688866
"Bladnr. 31 West, Utrecht (Bodegraven).","Eerste uitgave, Utrecht blad 3, 1869",1869,2.16.5151 - 679,C381688867
"Bladnr. 31 West, Utrecht (Bodegraven).","Tweede uitgave, Utrecht blad 1, 1882",1882,2.16.5151 - 680,C381688868
"Bladnr. 31 West, Utrecht (Bodegraven).","Tweede uitgave, Utrecht blad 3, 1882",1882,2.16.5151 - 681,C381688869
"Bladnr. 31 West, Utrecht (Bodegraven).","Derde uitgave, Utrecht-West, 1940",1940,2.16.5151 - 682,C381688870
"Bladnr. 31 West, Utrecht (Bodegraven).","Utrecht-West, gedeelte 31-A, 1977",1977,2.16.5151 - 683,C381688871
"Bladnr. 31 West, Utrecht (Bodegraven).","Utrecht-West, gedeelte 31-B, 1980",1980,2.16.5151 - 684,C381688872
"Bladnr. 31 West, Utrecht (Bodegraven).","Utrecht-West, gedeelte 31-C, 1977",1977,2.16.5151 - 685,C381688873
"Bladnr. 31 West, Utrecht (Bodegraven).","Bodegraven, gedeelte 31-D, 1980",1980,2.16.5151 - 686,C381688874
"Bladnr. 31 West, Utrecht (Bodegraven).","Vijfde uitgave, Utrecht-West, 1969",1969,2.16.5151 - 687,C381688875
"Bladnr. 31 West, Utrecht (Bodegraven).","Vijfde editie, Utrecht-West uitgave 1984, 1980-1984",1980-1984,2.16.5151 - 688,C381688876
"Bladnr. 31 West, Utrecht (Bodegraven).","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 689,C381688877
"Bladnr. 31 West, Utrecht (Bodegraven).","Watervoorzieningseenheden, eerste uitgave, 1970",1970,2.16.5151 - 690,C381688878
"Bladnr. 31 West, Utrecht (Bodegraven).","Watervoorzieningseenheden, tweede uitgave, 1984",1984,2.16.5151 - 691,C381688879
"Bladnr. 32 Oost, Amersfoort.","Eerste uitgave, Amersfoort blad 2, 1880",1880,2.16.5151 - 693,C381688881
"Bladnr. 32 Oost, Amersfoort.","Eerste uitgave, Amersfoort blad 4, 1880",1880,2.16.5151 - 694,C381688882
"Bladnr. 32 Oost, Amersfoort.","Tweede uitgave, Amersfoort blad 2, 1928",1928,2.16.5151 - 695,C381688883
"Bladnr. 32 Oost, Amersfoort.","Tweede uitgave, Amersfoort blad 4, 1928",1928,2.16.5151 - 696,C381688884
"Bladnr. 32 Oost, Amersfoort.","Derde uitgave, Amersfoort-Oost, 1953",1953,2.16.5151 - 697,C381688885
"Bladnr. 32 Oost, Amersfoort.","Vierde uitgave, Amersfoort-Oost, 1968",1968,2.16.5151 - 698,C381688886
"Bladnr. 32 Oost, Amersfoort.","Vijfde editie, Amersfoort-Oost uitgave 1984, 1983-1984",1983-1984,2.16.5151 - 699,C381688887
"Bladnr. 32 Oost, Amersfoort.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 700,C381688888
"Bladnr. 32 West, Amersfoort.","Eerste uitgave, Amersfoort blad 3, 1880",1880,2.16.5151 - 24,C381688890
"Bladnr. 32 West, Amersfoort.","Tweede uitgave, Amersfoort blad 1, 1928",1928,2.16.5151 - 25,C381688891
"Bladnr. 32 West, Amersfoort.","Tweede uitgave, Amersfoort blad 3, 1928",1928,2.16.5151 - 26,C381688892
"Bladnr. 32 West, Amersfoort.","Derde uitgave, Amersfoort-West, 1953",1953,2.16.5151 - 27,C381688893
"Bladnr. 32 West, Amersfoort.","Vierde uitgave, Amersfoort-West, 1969",1969,2.16.5151 - 28,C381688894
"Bladnr. 32 West, Amersfoort.","Vijfde editie, Amersfoort-West uitgave 1985, 1983-1985",1983-1985,2.16.5151 - 29,C381688895
"Bladnr. 32 West, Amersfoort.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 30,C381688896
"Bladnr. 32 West, Amersfoort.","Watervoorzieningseenheden, eerste uitgave, 1985",1985,2.16.5151 - 31,C381688897
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Eerste uitgave, Zutphen blad 2, 1881",1881,2.16.5151 - 13,C381688899
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Eerste uitgave, Zutphen blad 4, 1881",1881,2.16.5151 - 14,C381688900
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Tweede uitgave, Zutphen-Oost, 1935",1935,2.16.5151 - 15,C381688901
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Derde uitgave, Zutphen-Oost, 1959",1959,2.16.5151 - 16,C381688902
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Vierde uitgave, Apeldoorn-Oost, 1974",1974,2.16.5151 - 17,C381688903
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Vijfde editie, Apeldoorn-Oost uitgave 1988, 1987-1988",1987-1988,2.16.5151 - 18,C381688904
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Hydrologische waarnemeingspunten, eerste uitgave, 1976",1976,2.16.5151 - 19,C381688905
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Hydrologische waarnemingspunten, tweede uitgave, 1987",1987,2.16.5151 - 20,C381688906
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Watervoorzieningseenheden, eerste uitgave, 1977",1977,2.16.5151 - 21,C381688907
"Bladnr. 33 Oost, Apeldoorn (Zutphen-Oost).","Watervoorzieningseenheden, tweede uitgave, 1987",1987,2.16.5151 - 22,C381688908
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Eerste uitgave, Zutphen blad 1, 1981",1981,2.16.5151 - 2,C381688910
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Eerste uitgave, Zutphen blad 3, 1881",1881,2.16.5151 - 3,C381688911
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Tweede uitgave, Zutphen-West, 1935",1935,2.16.5151 - 4,C381688912
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Derde uitgave, Zutphen-West, 1959",1959,2.16.5151 - 5,C381688913
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Vierde uitgave, Apeldoorn-West, 1974",1974,2.16.5151 - 6,C381688914
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Vijfde editie, Apeldoorn-West, 1987",1987,2.16.5151 - 7,C381688915
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Hydrologische waarnemingspunten, eerste uitgave, 1975",1975,2.16.5151 - 8,C381688916
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Hydrologische waarnemingspunten, tweede uitgave, 1987",1987,2.16.5151 - 9,C381688917
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Watervoorzieningseenheden, eerste uitgave, 1975",1975,2.16.5151 - 10,C381688918
"Bladnr. 33 West, Apeldoorn (Zutphen-West).","Watervoorzieningseenheden, tweede uitgave, 1987",1987,2.16.5151 - 11,C381688919
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Eerste uitgave, Groenlo blad 2, 1884",1884,2.16.5151 - 715,C381688921
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Eerste uitgave, Groenlo blad 4, 1883",1883,2.16.5151 - 716,C381688922
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Tweede uitgave, Groenlo blad 2, 1929",1929,2.16.5151 - 717,C381688923
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Tweede uitgave, Groenlo blad 4, 1929",1929,2.16.5151 - 718,C381688924
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Derde uitgave, Groenlo-Oost, 1953-1954",1953-1954,2.16.5151 - 719,C381688925
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Randschrift bijlage, 1953-1954",1953-1954,2.16.5151 - 720,C381688926
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Vierde uitgave, Enschede-Oost, 1977",1977,2.16.5151 - 721,C381688927
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Vijfde editie, Enschede-Oost uitgave 1988, 1987-1988",1987-1988,2.16.5151 - 722,C381688928
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 723,C381688929
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Hydrologische waarnemingspunten, tweede uitgave, 1987",1987,2.16.5151 - 724,C381688930
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Watervoorzieningseenheden, eerste uitgave, 1979",1979,2.16.5151 - 725,C381688931
"Bladnr. 34 Oost, Enschede (Groenlo-Oost).","Watervoorzieningseenheden, tweede uitgave, 1987",1987,2.16.5151 - 726,C381688932
"Bladnr. 34 West, Enschede (Groenlo-West).","Eerste uitgave, Groenlo blad 1, 1884",1884,2.16.5151 - 702,C381688934
"Bladnr. 34 West, Enschede (Groenlo-West).","Eerste uitgave, Groenlo blad 3, 1883",1883,2.16.5151 - 703,C381688935
"Bladnr. 34 West, Enschede (Groenlo-West).","Tweede uitgave, Groenlo blad 1, 1929",1929,2.16.5151 - 704,C381688936
"Bladnr. 34 West, Enschede (Groenlo-West).","Tweede uitgave, Groenlo blad 3, 1929",1929,2.16.5151 - 705,C381688937
"Bladnr. 34 West, Enschede (Groenlo-West).","Derde uitgave, Groenlo-West, 1952-1953",1952-1953,2.16.5151 - 706,C381688938
"Bladnr. 34 West, Enschede (Groenlo-West).","Randschrift bijlage, 1952-1953",1952-1953,2.16.5151 - 707,C381688939
"Bladnr. 34 West, Enschede (Groenlo-West).","Vierde uitgave, Enschede-West, 1975",1975,2.16.5151 - 708,C381688940
"Bladnr. 34 West, Enschede (Groenlo-West).","Vijfde editie, Enschede-West, 1987",1987,2.16.5151 - 709,C381688941
"Bladnr. 34 West, Enschede (Groenlo-West).","Hydrologische waarnemingspunten, eerste uitgave, 1977",1977,2.16.5151 - 710,C381688942
"Bladnr. 34 West, Enschede (Groenlo-West).","Hydrologische waarnemingspunten, tweede uitgave, 1987",1987,2.16.5151 - 711,C381688943
"Bladnr. 34 West, Enschede (Groenlo-West).","Watervoorzieningseenheden, eerste uitgave, 1977",1977,2.16.5151 - 712,C381688944
"Bladnr. 34 West, Enschede (Groenlo-West).","Watervoorzieningseenheden, tweede uitgave, 1987",1987,2.16.5151 - 713,C381688945
"Bladnr. 35, Glanerbrug.","Eerste uitgave, Glanerbrug, 1977",1977,2.16.5151 - 728,C381688947
"Bladnr. 35, Glanerbrug.","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 729,C381688948
"Bladnr. 36, Goedereede.","Eerste uitgave, Goedereede, 1872",1872,2.16.5151 - 331,C381688950
"Bladnr. 36, Goedereede.","Tweede uitgave, Goedereede, 1910",1910,2.16.5151 - 332,C381688951
"Bladnr. 36, Goedereede.","Derde uitgave, Goedereede, 1960",1960,2.16.5151 - 333,C381688952
"Bladnr. 36, Goedereede.","Vierde uitgave, Goedereede, 1970",1970,2.16.5151 - 334,C381688953
"Bladnr. 36, Goedereede.","Watervoorzieningseenheden, Goedereede uitgave, 1971",1971,2.16.5151 - 335,C381688954
"Bladnr. 37 Oost, Rotterdam.","Eerste uitgave, Rotterdam blad 2, 1870",1870,2.16.5151 - 731,C381688956
